quiz id,ruler height,ruler width,question id,image 1 id,image 2 id,image_chosen
88,-1,-1,126,2,8,1
88,-1,-1,136,4,3,1
88,-1,-1,162,8,1,2
88,-1,-1,141,5,1,1
88,-1,-1,155,7,1,1
88,-1,-1,163,8,2,1
88,-1,-1,146,5,7,1
88,-1,-1,151,6,4,1
88,-1,-1,159,7,5,1
88,-1,-1,115,1,4,1
88,-1,-1,158,7,4,1
88,-1,-1,150,6,3,1
88,-1,-1,153,6,7,2
91,-1,-1,162,8,1,1
91,-1,-1,138,4,6,2
91,-1,-1,150,6,3,1
91,-1,-1,119,1,8,2
91,-1,-1,122,2,4,2
91,-1,-1,123,2,5,1
91,-1,-1,121,2,3,2
91,-1,-1,114,1,3,1
91,-1,-1,147,5,8,2
91,-1,-1,124,2,6,1
91,-1,-1,132,3,7,2
91,-1,-1,167,8,6,2
91,-1,-1,151,6,4,2
91,-1,-1,157,7,3,2
91,-1,-1,142,5,2,1
91,-1,-1,143,5,3,2
91,-1,-1,155,7,1,2
91,-1,-1,136,4,3,1
91,-1,-1,141,5,1,2
91,-1,-1,154,6,8,2
91,-1,-1,117,1,6,2
91,-1,-1,156,7,2,2
91,-1,-1,153,6,7,2
91,-1,-1,140,4,8,2
91,-1,-1,163,8,2,2
91,-1,-1,120,2,1,2
91,-1,-1,125,2,7,2
91,-1,-1,144,5,4,2
91,-1,-1,113,1,2,1
91,-1,-1,152,6,5,2
91,-1,-1,165,8,4,1
91,-1,-1,161,7,8,2
91,-1,-1,146,5,7,1
91,-1,-1,145,5,6,2
91,-1,-1,118,1,7,2
91,-1,-1,131,3,6,2
91,-1,-1,130,3,5,2
91,-1,-1,134,4,1,2
91,-1,-1,149,6,2,1
91,-1,-1,159,7,5,2
91,-1,-1,137,4,5,2
91,-1,-1,168,8,7,2
91,-1,-1,148,6,1,2
91,-1,-1,133,3,8,1
91,-1,-1,126,2,8,2
91,-1,-1,135,4,2,2
91,-1,-1,115,1,4,2
91,-1,-1,158,7,4,2
91,-1,-1,129,3,4,2
91,-1,-1,127,3,1,2
91,-1,-1,139,4,7,2
91,-1,-1,128,3,2,2
91,-1,-1,160,7,6,2
91,-1,-1,164,8,3,2
91,-1,-1,116,1,5,2
91,-1,-1,166,8,5,2
93,-1,-1,136,4,3,2
93,-1,-1,166,8,5,1
93,-1,-1,165,8,4,2
93,-1,-1,167,8,6,2
93,-1,-1,160,7,6,1
93,-1,-1,145,5,6,1
93,-1,-1,168,8,7,1
93,-1,-1,122,2,4,2
93,-1,-1,120,2,1,2
93,-1,-1,116,1,5,2
93,-1,-1,155,7,1,2
93,-1,-1,159,7,5,1
93,-1,-1,152,6,5,2
93,-1,-1,135,4,2,2
93,-1,-1,153,6,7,1
93,-1,-1,139,4,7,2
93,-1,-1,156,7,2,2
93,-1,-1,140,4,8,1
93,-1,-1,143,5,3,2
93,-1,-1,137,4,5,2
93,-1,-1,164,8,3,1
93,-1,-1,149,6,2,1
93,-1,-1,127,3,1,1
93,-1,-1,115,1,4,2
93,-1,-1,130,3,5,2
93,-1,-1,123,2,5,1
93,-1,-1,117,1,6,2
93,-1,-1,125,2,7,2
93,-1,-1,162,8,1,2
93,-1,-1,154,6,8,1
93,-1,-1,131,3,6,1
93,-1,-1,128,3,2,2
93,-1,-1,163,8,2,1
93,-1,-1,113,1,2,2
93,-1,-1,138,4,6,1
93,-1,-1,158,7,4,2
93,-1,-1,114,1,3,1
93,-1,-1,121,2,3,2
93,-1,-1,157,7,3,2
93,-1,-1,134,4,1,1
93,-1,-1,132,3,7,1
93,-1,-1,148,6,1,1
93,-1,-1,147,5,8,2
93,-1,-1,161,7,8,1
93,-1,-1,141,5,1,1
93,-1,-1,133,3,8,2
93,-1,-1,144,5,4,1
93,-1,-1,126,2,8,2
93,-1,-1,150,6,3,2
93,-1,-1,129,3,4,2
93,-1,-1,118,1,7,1
93,-1,-1,142,5,2,2
93,-1,-1,151,6,4,1
93,-1,-1,119,1,8,2
93,-1,-1,124,2,6,2
93,-1,-1,146,5,7,2
99,-1,-1,157,7,3,1
99,-1,-1,138,4,6,2
99,-1,-1,168,8,7,2
99,-1,-1,166,8,5,2
99,-1,-1,140,4,8,1
99,-1,-1,141,5,1,2
99,-1,-1,113,1,2,1
99,-1,-1,152,6,5,2
99,-1,-1,163,8,2,1
99,-1,-1,144,5,4,1
99,-1,-1,164,8,3,1
99,-1,-1,122,2,4,2
99,-1,-1,143,5,3,1
99,-1,-1,156,7,2,1
99,-1,-1,154,6,8,1
99,-1,-1,142,5,2,1
99,-1,-1,145,5,6,1
99,-1,-1,158,7,4,1
99,-1,-1,132,3,7,2
99,-1,-1,155,7,1,2
99,-1,-1,130,3,5,2
99,-1,-1,119,1,8,1
99,-1,-1,139,4,7,2
99,-1,-1,125,2,7,2
99,-1,-1,116,1,5,1
99,-1,-1,124,2,6,2
99,-1,-1,136,4,3,1
99,-1,-1,135,4,2,1
99,-1,-1,121,2,3,2
99,-1,-1,165,8,4,2
99,-1,-1,162,8,1,2
99,-1,-1,159,7,5,1
99,-1,-1,127,3,1,2
99,-1,-1,151,6,4,2
99,-1,-1,123,2,5,2
99,-1,-1,167,8,6,2
99,-1,-1,134,4,1,2
99,-1,-1,129,3,4,2
99,-1,-1,128,3,2,1
99,-1,-1,120,2,1,2
99,-1,-1,149,6,2,1
99,-1,-1,118,1,7,1
99,-1,-1,126,2,8,2
99,-1,-1,115,1,4,1
99,-1,-1,117,1,6,1
99,-1,-1,114,1,3,1
99,-1,-1,161,7,8,1
99,-1,-1,137,4,5,2
99,-1,-1,131,3,6,2
99,-1,-1,160,7,6,1
99,-1,-1,133,3,8,2
99,-1,-1,148,6,1,2
99,-1,-1,153,6,7,2
99,-1,-1,147,5,8,1
99,-1,-1,150,6,3,1
99,-1,-1,146,5,7,2
101,-1,-1,134,4,1,2
101,-1,-1,159,7,5,1
101,-1,-1,138,4,6,2
101,-1,-1,131,3,6,2
101,-1,-1,113,1,2,1
101,-1,-1,128,3,2,1
101,-1,-1,126,2,8,1
101,-1,-1,142,5,2,1
101,-1,-1,165,8,4,2
101,-1,-1,129,3,4,2
101,-1,-1,148,6,1,2
101,-1,-1,163,8,2,2
101,-1,-1,152,6,5,2
101,-1,-1,116,1,5,1
101,-1,-1,140,4,8,1
101,-1,-1,122,2,4,2
101,-1,-1,161,7,8,1
101,-1,-1,144,5,4,1
101,-1,-1,154,6,8,1
101,-1,-1,114,1,3,1
101,-1,-1,125,2,7,2
101,-1,-1,153,6,7,2
101,-1,-1,133,3,8,1
101,-1,-1,149,6,2,1
101,-1,-1,162,8,1,2
101,-1,-1,160,7,6,1
101,-1,-1,167,8,6,2
101,-1,-1,127,3,1,2
101,-1,-1,137,4,5,2
101,-1,-1,136,4,3,1
101,-1,-1,130,3,5,2
101,-1,-1,158,7,4,1
101,-1,-1,117,1,6,1
101,-1,-1,150,6,3,1
101,-1,-1,151,6,4,1
101,-1,-1,166,8,5,2
101,-1,-1,156,7,2,1
101,-1,-1,141,5,1,2
101,-1,-1,124,2,6,2
101,-1,-1,168,8,7,2
101,-1,-1,119,1,8,1
101,-1,-1,139,4,7,2
101,-1,-1,135,4,2,1
101,-1,-1,115,1,4,1
101,-1,-1,132,3,7,2
101,-1,-1,146,5,7,2
101,-1,-1,155,7,1,2
101,-1,-1,164,8,3,2
101,-1,-1,120,2,1,2
101,-1,-1,118,1,7,2
101,-1,-1,157,7,3,1
101,-1,-1,147,5,8,1
101,-1,-1,123,2,5,2
101,-1,-1,121,2,3,2
101,-1,-1,145,5,6,1
101,-1,-1,143,5,3,1
105,-1,-1,152,6,5,2
105,-1,-1,127,3,1,2
105,-1,-1,156,7,2,2
105,-1,-1,130,3,5,2
105,-1,-1,129,3,4,1
105,-1,-1,119,1,8,2
105,-1,-1,157,7,3,2
105,-1,-1,113,1,2,2
105,-1,-1,131,3,6,2
105,-1,-1,124,2,6,2
105,-1,-1,123,2,5,2
105,-1,-1,141,5,1,2
105,-1,-1,126,2,8,2
105,-1,-1,140,4,8,2
105,-1,-1,122,2,4,2
105,-1,-1,148,6,1,2
105,-1,-1,142,5,2,2
105,-1,-1,153,6,7,2
105,-1,-1,138,4,6,2
105,-1,-1,135,4,2,2
105,-1,-1,125,2,7,2
105,-1,-1,137,4,5,2
105,-1,-1,121,2,3,2
105,-1,-1,166,8,5,2
105,-1,-1,158,7,4,2
105,-1,-1,163,8,2,2
105,-1,-1,128,3,2,2
105,-1,-1,114,1,3,1
105,-1,-1,132,3,7,2
105,-1,-1,136,4,3,2
105,-1,-1,144,5,4,2
105,-1,-1,168,8,7,2
105,-1,-1,150,6,3,2
105,-1,-1,120,2,1,2
105,-1,-1,154,6,8,2
105,-1,-1,159,7,5,2
105,-1,-1,116,1,5,2
105,-1,-1,118,1,7,2
105,-1,-1,139,4,7,2
105,-1,-1,165,8,4,2
105,-1,-1,162,8,1,2
105,-1,-1,146,5,7,2
105,-1,-1,117,1,6,2
105,-1,-1,155,7,1,2
105,-1,-1,160,7,6,2
105,-1,-1,134,4,1,2
105,-1,-1,115,1,4,2
105,-1,-1,133,3,8,2
105,-1,-1,145,5,6,2
105,-1,-1,147,5,8,2
105,-1,-1,143,5,3,2
105,-1,-1,149,6,2,2
105,-1,-1,151,6,4,2
105,-1,-1,167,8,6,2
105,-1,-1,164,8,3,2
105,-1,-1,161,7,8,2
107,-1,-1,136,4,3,1
107,-1,-1,120,2,1,2
107,-1,-1,156,7,2,1
107,-1,-1,148,6,1,1
107,-1,-1,129,3,4,2
107,-1,-1,133,3,8,1
107,-1,-1,117,1,6,1
107,-1,-1,134,4,1,2
107,-1,-1,161,7,8,1
107,-1,-1,140,4,8,1
107,-1,-1,132,3,7,2
107,-1,-1,146,5,7,2
107,-1,-1,122,2,4,2
107,-1,-1,145,5,6,1
107,-1,-1,153,6,7,2
107,-1,-1,150,6,3,1
107,-1,-1,157,7,3,1
107,-1,-1,127,3,1,2
107,-1,-1,118,1,7,1
107,-1,-1,165,8,4,2
107,-1,-1,135,4,2,1
107,-1,-1,163,8,2,1
107,-1,-1,125,2,7,2
107,-1,-1,147,5,8,1
107,-1,-1,128,3,2,1
107,-1,-1,139,4,7,2
107,-1,-1,113,1,2,1
107,-1,-1,152,6,5,2
107,-1,-1,137,4,5,1
107,-1,-1,130,3,5,2
107,-1,-1,166,8,5,2
107,-1,-1,121,2,3,1
107,-1,-1,149,6,2,1
107,-1,-1,168,8,7,2
107,-1,-1,123,2,5,2
107,-1,-1,167,8,6,2
107,-1,-1,115,1,4,1
107,-1,-1,160,7,6,1
107,-1,-1,151,6,4,2
107,-1,-1,126,2,8,2
107,-1,-1,164,8,3,1
107,-1,-1,159,7,5,1
107,-1,-1,141,5,1,1
107,-1,-1,155,7,1,1
107,-1,-1,142,5,2,1
107,-1,-1,114,1,3,1
107,-1,-1,116,1,5,1
107,-1,-1,143,5,3,1
107,-1,-1,158,7,4,1
107,-1,-1,154,6,8,1
107,-1,-1,131,3,6,2
107,-1,-1,138,4,6,1
107,-1,-1,144,5,4,1
107,-1,-1,162,8,1,2
107,-1,-1,124,2,6,2
107,-1,-1,119,1,8,1
112,-1,-1,153,6,7,2
112,-1,-1,167,8,6,2
112,-1,-1,136,4,3,1
112,-1,-1,144,5,4,1
112,-1,-1,145,5,6,1
112,-1,-1,152,6,5,2
112,-1,-1,148,6,1,2
112,-1,-1,115,1,4,1
112,-1,-1,138,4,6,2
112,-1,-1,151,6,4,1
112,-1,-1,166,8,5,2
112,-1,-1,129,3,4,2
112,-1,-1,146,5,7,2
112,-1,-1,124,2,6,2
112,-1,-1,119,1,8,1
112,-1,-1,150,6,3,1
112,-1,-1,159,7,5,1
112,-1,-1,120,2,1,2
112,-1,-1,139,4,7,2
112,-1,-1,122,2,4,2
112,-1,-1,160,7,6,1
112,-1,-1,158,7,4,1
112,-1,-1,117,1,6,1
112,-1,-1,142,5,2,1
112,-1,-1,156,7,2,1
112,-1,-1,164,8,3,2
112,-1,-1,126,2,8,1
112,-1,-1,125,2,7,2
112,-1,-1,143,5,3,1
112,-1,-1,163,8,2,1
112,-1,-1,133,3,8,2
112,-1,-1,135,4,2,1
112,-1,-1,128,3,2,1
112,-1,-1,155,7,1,2
112,-1,-1,157,7,3,1
112,-1,-1,132,3,7,2
112,-1,-1,168,8,7,2
112,-1,-1,121,2,3,2
112,-1,-1,123,2,5,2
112,-1,-1,130,3,5,2
112,-1,-1,165,8,4,2
112,-1,-1,118,1,7,2
112,-1,-1,154,6,8,1
112,-1,-1,131,3,6,2
112,-1,-1,149,6,2,1
112,-1,-1,127,3,1,2
112,-1,-1,116,1,5,1
112,-1,-1,134,4,1,2
112,-1,-1,161,7,8,1
112,-1,-1,141,5,1,2
112,-1,-1,137,4,5,2
112,-1,-1,113,1,2,1
112,-1,-1,140,4,8,1
112,-1,-1,162,8,1,2
112,-1,-1,147,5,8,1
112,-1,-1,114,1,3,1
111,-1,-1,145,5,6,1
111,-1,-1,153,6,7,2
111,-1,-1,161,7,8,1
111,-1,-1,147,5,8,1
111,-1,-1,139,4,7,2
111,-1,-1,132,3,7,2
111,-1,-1,122,2,4,2
111,-1,-1,166,8,5,2
111,-1,-1,149,6,2,1
111,-1,-1,136,4,3,1
111,-1,-1,130,3,5,2
111,-1,-1,151,6,4,2
111,-1,-1,168,8,7,2
111,-1,-1,115,1,4,1
111,-1,-1,119,1,8,1
111,-1,-1,157,7,3,1
111,-1,-1,141,5,1,2
111,-1,-1,163,8,2,2
111,-1,-1,164,8,3,2
111,-1,-1,124,2,6,2
111,-1,-1,160,7,6,1
111,-1,-1,148,6,1,2
111,-1,-1,116,1,5,1
111,-1,-1,155,7,1,1
111,-1,-1,138,4,6,1
111,-1,-1,154,6,8,1
111,-1,-1,127,3,1,2
111,-1,-1,123,2,5,2
111,-1,-1,131,3,6,2
111,-1,-1,152,6,5,2
111,-1,-1,150,6,3,1
111,-1,-1,125,2,7,2
111,-1,-1,117,1,6,1
111,-1,-1,146,5,7,2
111,-1,-1,118,1,7,1
111,-1,-1,114,1,3,1
111,-1,-1,121,2,3,2
111,-1,-1,126,2,8,2
111,-1,-1,128,3,2,1
111,-1,-1,120,2,1,2
111,-1,-1,159,7,5,1
111,-1,-1,143,5,3,1
111,-1,-1,158,7,4,1
111,-1,-1,135,4,2,1
111,-1,-1,133,3,8,1
111,-1,-1,137,4,5,2
111,-1,-1,134,4,1,2
111,-1,-1,144,5,4,1
111,-1,-1,129,3,4,2
111,-1,-1,165,8,4,2
111,-1,-1,162,8,1,2
111,-1,-1,167,8,6,2
111,-1,-1,140,4,8,1
111,-1,-1,142,5,2,1
111,-1,-1,156,7,2,1
111,-1,-1,113,1,2,1
114,-1,-1,151,6,4,1
114,-1,-1,134,4,1,1
114,-1,-1,127,3,1,2
114,-1,-1,155,7,1,2
114,-1,-1,117,1,6,2
114,-1,-1,163,8,2,1
114,-1,-1,158,7,4,2
114,-1,-1,157,7,3,2
114,-1,-1,147,5,8,2
114,-1,-1,166,8,5,1
114,-1,-1,140,4,8,1
114,-1,-1,121,2,3,2
114,-1,-1,133,3,8,2
114,-1,-1,125,2,7,2
114,-1,-1,115,1,4,1
114,-1,-1,149,6,2,1
114,-1,-1,153,6,7,1
114,-1,-1,160,7,6,2
114,-1,-1,159,7,5,2
114,-1,-1,118,1,7,1
114,-1,-1,136,4,3,1
114,-1,-1,145,5,6,2
114,-1,-1,122,2,4,2
114,-1,-1,131,3,6,2
114,-1,-1,146,5,7,1
114,-1,-1,141,5,1,2
114,-1,-1,135,4,2,1
114,-1,-1,113,1,2,1
114,-1,-1,119,1,8,1
114,-1,-1,114,1,3,1
114,-1,-1,120,2,1,2
114,-1,-1,130,3,5,2
114,-1,-1,148,6,1,1
114,-1,-1,126,2,8,2
114,-1,-1,123,2,5,2
114,-1,-1,168,8,7,2
114,-1,-1,137,4,5,1
114,-1,-1,124,2,6,2
114,-1,-1,154,6,8,1
114,-1,-1,152,6,5,1
114,-1,-1,143,5,3,2
114,-1,-1,162,8,1,2
114,-1,-1,138,4,6,2
114,-1,-1,132,3,7,2
114,-1,-1,165,8,4,2
114,-1,-1,161,7,8,1
114,-1,-1,150,6,3,1
114,-1,-1,116,1,5,1
114,-1,-1,129,3,4,2
114,-1,-1,128,3,2,1
114,-1,-1,142,5,2,1
114,-1,-1,167,8,6,2
114,-1,-1,164,8,3,1
114,-1,-1,139,4,7,1
114,-1,-1,144,5,4,2
114,-1,-1,156,7,2,1
113,-1,-1,114,1,3,1
113,-1,-1,136,4,3,1
113,-1,-1,135,4,2,1
113,-1,-1,124,2,6,2
113,-1,-1,150,6,3,1
113,-1,-1,154,6,8,1
113,-1,-1,165,8,4,2
113,-1,-1,160,7,6,1
113,-1,-1,163,8,2,2
113,-1,-1,157,7,3,1
113,-1,-1,132,3,7,2
113,-1,-1,155,7,1,1
113,-1,-1,141,5,1,2
113,-1,-1,168,8,7,2
113,-1,-1,133,3,8,1
113,-1,-1,142,5,2,1
113,-1,-1,147,5,8,1
113,-1,-1,129,3,4,2
113,-1,-1,119,1,8,1
113,-1,-1,130,3,5,2
113,-1,-1,118,1,7,1
113,-1,-1,153,6,7,2
113,-1,-1,158,7,4,1
113,-1,-1,148,6,1,2
113,-1,-1,164,8,3,1
113,-1,-1,149,6,2,1
113,-1,-1,120,2,1,2
113,-1,-1,125,2,7,2
113,-1,-1,123,2,5,2
113,-1,-1,116,1,5,1
113,-1,-1,167,8,6,2
113,-1,-1,126,2,8,1
113,-1,-1,162,8,1,2
113,-1,-1,121,2,3,1
113,-1,-1,128,3,2,1
113,-1,-1,115,1,4,1
113,-1,-1,143,5,3,1
113,-1,-1,138,4,6,2
113,-1,-1,156,7,2,1
113,-1,-1,134,4,1,2
113,-1,-1,127,3,1,2
113,-1,-1,113,1,2,1
113,-1,-1,161,7,8,1
113,-1,-1,144,5,4,1
113,-1,-1,117,1,6,1
113,-1,-1,151,6,4,1
113,-1,-1,139,4,7,2
113,-1,-1,131,3,6,2
113,-1,-1,145,5,6,1
113,-1,-1,159,7,5,1
113,-1,-1,122,2,4,2
113,-1,-1,140,4,8,1
113,-1,-1,137,4,5,2
113,-1,-1,166,8,5,2
113,-1,-1,152,6,5,2
113,-1,-1,146,5,7,2
117,-1,-1,133,3,8,1
117,-1,-1,117,1,6,1
117,-1,-1,140,4,8,1
117,-1,-1,115,1,4,1
117,-1,-1,151,6,4,1
117,-1,-1,113,1,2,1
117,-1,-1,161,7,8,1
117,-1,-1,130,3,5,2
117,-1,-1,147,5,8,1
117,-1,-1,162,8,1,2
117,-1,-1,148,6,1,2
117,-1,-1,135,4,2,1
117,-1,-1,134,4,1,2
117,-1,-1,125,2,7,2
117,-1,-1,142,5,2,1
117,-1,-1,165,8,4,2
117,-1,-1,138,4,6,2
117,-1,-1,158,7,4,1
117,-1,-1,145,5,6,1
117,-1,-1,139,4,7,2
117,-1,-1,156,7,2,1
117,-1,-1,160,7,6,1
117,-1,-1,146,5,7,2
117,-1,-1,114,1,3,1
117,-1,-1,123,2,5,2
117,-1,-1,153,6,7,2
117,-1,-1,136,4,3,1
117,-1,-1,129,3,4,2
117,-1,-1,152,6,5,2
117,-1,-1,126,2,8,1
117,-1,-1,121,2,3,1
117,-1,-1,167,8,6,2
117,-1,-1,118,1,7,1
117,-1,-1,132,3,7,2
117,-1,-1,150,6,3,1
117,-1,-1,120,2,1,2
117,-1,-1,168,8,7,2
117,-1,-1,149,6,2,1
117,-1,-1,163,8,2,2
117,-1,-1,164,8,3,2
117,-1,-1,166,8,5,2
117,-1,-1,159,7,5,1
117,-1,-1,157,7,3,1
117,-1,-1,137,4,5,2
117,-1,-1,155,7,1,2
117,-1,-1,122,2,4,1
117,-1,-1,116,1,5,1
117,-1,-1,128,3,2,2
117,-1,-1,154,6,8,1
117,-1,-1,144,5,4,1
117,-1,-1,141,5,1,2
117,-1,-1,119,1,8,1
117,-1,-1,127,3,1,2
117,-1,-1,124,2,6,2
117,-1,-1,143,5,3,1
117,-1,-1,131,3,6,2
120,-1,-1,153,6,7,2
120,-1,-1,115,1,4,1
120,-1,-1,123,2,5,2
120,-1,-1,120,2,1,2
120,-1,-1,154,6,8,1
120,-1,-1,159,7,5,1
120,-1,-1,113,1,2,1
120,-1,-1,145,5,6,1
120,-1,-1,128,3,2,1
120,-1,-1,164,8,3,1
120,-1,-1,133,3,8,2
120,-1,-1,132,3,7,2
120,-1,-1,157,7,3,1
120,-1,-1,148,6,1,2
120,-1,-1,139,4,7,2
120,-1,-1,147,5,8,1
120,-1,-1,152,6,5,2
120,-1,-1,144,5,4,1
120,-1,-1,160,7,6,1
120,-1,-1,140,4,8,1
120,-1,-1,117,1,6,1
120,-1,-1,155,7,1,1
120,-1,-1,162,8,1,2
120,-1,-1,158,7,4,1
120,-1,-1,138,4,6,2
120,-1,-1,166,8,5,2
120,-1,-1,130,3,5,2
120,-1,-1,142,5,2,1
120,-1,-1,114,1,3,1
120,-1,-1,163,8,2,1
