quiz id,ruler height,ruler width,question id,image 1 id,image 2 id,image_chosen
120,-1,-1,161,7,8,1
120,-1,-1,134,4,1,2
120,-1,-1,143,5,3,1
120,-1,-1,149,6,2,1
120,-1,-1,126,2,8,2
120,-1,-1,151,6,4,1
120,-1,-1,121,2,3,2
120,-1,-1,167,8,6,2
120,-1,-1,116,1,5,1
120,-1,-1,125,2,7,2
120,-1,-1,156,7,2,1
120,-1,-1,136,4,3,1
120,-1,-1,131,3,6,2
120,-1,-1,168,8,7,2
120,-1,-1,122,2,4,2
120,-1,-1,146,5,7,2
120,-1,-1,127,3,1,2
120,-1,-1,118,1,7,2
120,-1,-1,129,3,4,2
120,-1,-1,165,8,4,2
120,-1,-1,150,6,3,1
120,-1,-1,135,4,2,1
120,-1,-1,119,1,8,1
120,-1,-1,137,4,5,2
120,-1,-1,141,5,1,1
120,-1,-1,124,2,6,2
118,-1,-1,125,2,7,2
118,-1,-1,115,1,4,1
118,-1,-1,149,6,2,1
118,-1,-1,118,1,7,2
118,-1,-1,160,7,6,1
118,-1,-1,126,2,8,2
118,-1,-1,139,4,7,1
118,-1,-1,150,6,3,2
118,-1,-1,147,5,8,1
118,-1,-1,168,8,7,2
118,-1,-1,114,1,3,1
118,-1,-1,131,3,6,2
118,-1,-1,159,7,5,1
118,-1,-1,155,7,1,1
118,-1,-1,144,5,4,1
118,-1,-1,153,6,7,2
118,-1,-1,142,5,2,1
118,-1,-1,121,2,3,2
118,-1,-1,124,2,6,1
118,-1,-1,122,2,4,2
118,-1,-1,154,6,8,1
118,-1,-1,119,1,8,1
118,-1,-1,143,5,3,1
118,-1,-1,127,3,1,2
118,-1,-1,163,8,2,1
118,-1,-1,134,4,1,2
118,-1,-1,151,6,4,1
118,-1,-1,132,3,7,2
118,-1,-1,167,8,6,2
118,-1,-1,140,4,8,1
118,-1,-1,141,5,1,2
118,-1,-1,116,1,5,1
118,-1,-1,158,7,4,1
118,-1,-1,129,3,4,2
118,-1,-1,157,7,3,1
118,-1,-1,120,2,1,2
118,-1,-1,148,6,1,2
118,-1,-1,162,8,1,1
118,-1,-1,133,3,8,2
118,-1,-1,128,3,2,1
118,-1,-1,161,7,8,1
118,-1,-1,130,3,5,2
118,-1,-1,166,8,5,2
118,-1,-1,164,8,3,2
118,-1,-1,135,4,2,2
118,-1,-1,156,7,2,1
118,-1,-1,165,8,4,2
118,-1,-1,123,2,5,2
118,-1,-1,136,4,3,1
118,-1,-1,152,6,5,2
118,-1,-1,137,4,5,1
118,-1,-1,145,5,6,2
118,-1,-1,113,1,2,2
118,-1,-1,138,4,6,2
118,-1,-1,117,1,6,1
118,-1,-1,146,5,7,2
121,-1,-1,134,4,1,2
121,-1,-1,141,5,1,1
121,-1,-1,150,6,3,1
121,-1,-1,125,2,7,2
121,-1,-1,118,1,7,2
121,-1,-1,161,7,8,1
121,-1,-1,148,6,1,1
121,-1,-1,142,5,2,1
121,-1,-1,167,8,6,2
121,-1,-1,159,7,5,1
121,-1,-1,168,8,7,2
121,-1,-1,114,1,3,1
121,-1,-1,145,5,6,1
121,-1,-1,144,5,4,1
121,-1,-1,146,5,7,2
121,-1,-1,157,7,3,1
121,-1,-1,151,6,4,1
121,-1,-1,139,4,7,2
121,-1,-1,137,4,5,2
121,-1,-1,113,1,2,1
121,-1,-1,143,5,3,1
121,-1,-1,116,1,5,1
121,-1,-1,130,3,5,2
121,-1,-1,140,4,8,1
121,-1,-1,128,3,2,1
121,-1,-1,153,6,7,2
121,-1,-1,126,2,8,2
121,-1,-1,119,1,8,1
121,-1,-1,166,8,5,2
121,-1,-1,156,7,2,1
121,-1,-1,133,3,8,2
121,-1,-1,135,4,2,1
121,-1,-1,147,5,8,1
121,-1,-1,158,7,4,1
121,-1,-1,131,3,6,2
121,-1,-1,122,2,4,2
121,-1,-1,136,4,3,1
121,-1,-1,117,1,6,1
121,-1,-1,124,2,6,2
121,-1,-1,138,4,6,2
121,-1,-1,162,8,1,2
121,-1,-1,149,6,2,1
121,-1,-1,123,2,5,2
121,-1,-1,129,3,4,2
121,-1,-1,164,8,3,2
121,-1,-1,127,3,1,2
121,-1,-1,165,8,4,2
121,-1,-1,121,2,3,2
121,-1,-1,155,7,1,2
121,-1,-1,154,6,8,1
121,-1,-1,132,3,7,2
121,-1,-1,160,7,6,2
121,-1,-1,163,8,2,1
121,-1,-1,115,1,4,1
121,-1,-1,120,2,1,2
121,-1,-1,152,6,5,2
122,-1,-1,155,7,1,2
122,-1,-1,123,2,5,2
122,-1,-1,113,1,2,1
122,-1,-1,167,8,6,2
122,-1,-1,158,7,4,1
122,-1,-1,145,5,6,1
122,-1,-1,160,7,6,1
122,-1,-1,165,8,4,2
122,-1,-1,136,4,3,1
122,-1,-1,154,6,8,1
122,-1,-1,146,5,7,2
122,-1,-1,161,7,8,1
122,-1,-1,128,3,2,1
122,-1,-1,120,2,1,2
122,-1,-1,152,6,5,2
122,-1,-1,148,6,1,2
122,-1,-1,163,8,2,1
122,-1,-1,138,4,6,2
122,-1,-1,150,6,3,1
122,-1,-1,122,2,4,2
122,-1,-1,118,1,7,1
122,-1,-1,144,5,4,1
122,-1,-1,127,3,1,2
122,-1,-1,159,7,5,1
122,-1,-1,119,1,8,1
122,-1,-1,147,5,8,1
122,-1,-1,153,6,7,2
122,-1,-1,162,8,1,2
122,-1,-1,140,4,8,1
122,-1,-1,135,4,2,1
122,-1,-1,168,8,7,2
122,-1,-1,164,8,3,1
122,-1,-1,116,1,5,1
122,-1,-1,121,2,3,2
122,-1,-1,156,7,2,1
122,-1,-1,149,6,2,1
122,-1,-1,126,2,8,2
122,-1,-1,133,3,8,2
122,-1,-1,143,5,3,1
122,-1,-1,115,1,4,1
122,-1,-1,139,4,7,2
122,-1,-1,129,3,4,2
122,-1,-1,141,5,1,2
122,-1,-1,131,3,6,2
122,-1,-1,132,3,7,2
122,-1,-1,117,1,6,1
122,-1,-1,151,6,4,2
122,-1,-1,166,8,5,2
122,-1,-1,134,4,1,2
122,-1,-1,125,2,7,2
122,-1,-1,137,4,5,2
122,-1,-1,114,1,3,1
122,-1,-1,142,5,2,1
122,-1,-1,157,7,3,1
122,-1,-1,130,3,5,2
122,-1,-1,124,2,6,2
119,-1,-1,123,2,5,2
119,-1,-1,159,7,5,1
119,-1,-1,135,4,2,2
119,-1,-1,150,6,3,2
119,-1,-1,137,4,5,2
119,-1,-1,117,1,6,2
119,-1,-1,139,4,7,2
119,-1,-1,140,4,8,2
119,-1,-1,160,7,6,2
119,-1,-1,121,2,3,2
119,-1,-1,163,8,2,2
119,-1,-1,142,5,2,2
119,-1,-1,167,8,6,2
119,-1,-1,134,4,1,2
119,-1,-1,114,1,3,2
119,-1,-1,155,7,1,2
119,-1,-1,147,5,8,2
119,-1,-1,131,3,6,2
119,-1,-1,141,5,1,1
119,-1,-1,133,3,8,1
119,-1,-1,166,8,5,1
119,-1,-1,144,5,4,2
119,-1,-1,118,1,7,2
119,-1,-1,129,3,4,2
119,-1,-1,164,8,3,2
119,-1,-1,157,7,3,1
119,-1,-1,148,6,1,2
119,-1,-1,115,1,4,2
119,-1,-1,138,4,6,2
119,-1,-1,149,6,2,2
119,-1,-1,130,3,5,2
119,-1,-1,122,2,4,2
119,-1,-1,165,8,4,1
119,-1,-1,124,2,6,2
119,-1,-1,113,1,2,2
119,-1,-1,152,6,5,1
119,-1,-1,126,2,8,1
119,-1,-1,119,1,8,1
119,-1,-1,125,2,7,2
119,-1,-1,136,4,3,2
119,-1,-1,161,7,8,2
119,-1,-1,158,7,4,2
119,-1,-1,116,1,5,1
119,-1,-1,154,6,8,1
119,-1,-1,120,2,1,1
119,-1,-1,145,5,6,1
119,-1,-1,128,3,2,1
119,-1,-1,132,3,7,1
119,-1,-1,156,7,2,1
119,-1,-1,162,8,1,1
119,-1,-1,153,6,7,1
119,-1,-1,168,8,7,1
119,-1,-1,127,3,1,1
119,-1,-1,146,5,7,1
119,-1,-1,151,6,4,1
119,-1,-1,143,5,3,1
124,-1,-1,135,4,2,1
124,-1,-1,116,1,5,1
124,-1,-1,118,1,7,2
124,-1,-1,157,7,3,1
124,-1,-1,143,5,3,1
124,-1,-1,162,8,1,2
124,-1,-1,163,8,2,2
124,-1,-1,136,4,3,1
124,-1,-1,141,5,1,2
124,-1,-1,148,6,1,2
124,-1,-1,156,7,2,1
124,-1,-1,164,8,3,2
124,-1,-1,166,8,5,2
124,-1,-1,155,7,1,2
124,-1,-1,122,2,4,1
124,-1,-1,150,6,3,1
124,-1,-1,127,3,1,2
124,-1,-1,140,4,8,1
124,-1,-1,131,3,6,2
124,-1,-1,123,2,5,2
124,-1,-1,130,3,5,2
124,-1,-1,134,4,1,2
124,-1,-1,121,2,3,1
124,-1,-1,154,6,8,1
124,-1,-1,139,4,7,2
124,-1,-1,137,4,5,2
124,-1,-1,132,3,7,2
124,-1,-1,120,2,1,2
124,-1,-1,128,3,2,2
124,-1,-1,151,6,4,2
124,-1,-1,133,3,8,1
124,-1,-1,153,6,7,2
124,-1,-1,144,5,4,1
124,-1,-1,147,5,8,1
124,-1,-1,159,7,5,1
124,-1,-1,113,1,2,1
124,-1,-1,146,5,7,2
124,-1,-1,119,1,8,1
124,-1,-1,124,2,6,2
124,-1,-1,158,7,4,1
124,-1,-1,115,1,4,1
124,-1,-1,165,8,4,2
124,-1,-1,129,3,4,2
124,-1,-1,161,7,8,1
124,-1,-1,117,1,6,1
124,-1,-1,152,6,5,2
124,-1,-1,125,2,7,2
124,-1,-1,142,5,2,1
124,-1,-1,145,5,6,1
124,-1,-1,167,8,6,2
124,-1,-1,160,7,6,1
124,-1,-1,114,1,3,1
124,-1,-1,168,8,7,2
124,-1,-1,138,4,6,2
124,-1,-1,149,6,2,1
124,-1,-1,126,2,8,1
123,-1,-1,161,7,8,1
123,-1,-1,166,8,5,2
123,-1,-1,146,5,7,2
123,-1,-1,150,6,3,1
123,-1,-1,132,3,7,2
123,-1,-1,139,4,7,2
123,-1,-1,140,4,8,1
123,-1,-1,165,8,4,2
123,-1,-1,126,2,8,1
123,-1,-1,151,6,4,1
123,-1,-1,142,5,2,1
123,-1,-1,143,5,3,1
123,-1,-1,122,2,4,1
123,-1,-1,168,8,7,2
123,-1,-1,131,3,6,2
123,-1,-1,147,5,8,1
123,-1,-1,117,1,6,1
123,-1,-1,164,8,3,2
123,-1,-1,121,2,3,1
123,-1,-1,141,5,1,1
123,-1,-1,129,3,4,2
123,-1,-1,123,2,5,2
123,-1,-1,134,4,1,2
123,-1,-1,159,7,5,1
123,-1,-1,137,4,5,2
123,-1,-1,128,3,2,2
123,-1,-1,160,7,6,1
123,-1,-1,167,8,6,2
123,-1,-1,130,3,5,2
123,-1,-1,163,8,2,2
123,-1,-1,156,7,2,1
123,-1,-1,148,6,1,2
123,-1,-1,144,5,4,1
123,-1,-1,119,1,8,1
123,-1,-1,127,3,1,2
123,-1,-1,115,1,4,1
123,-1,-1,116,1,5,2
123,-1,-1,157,7,3,1
123,-1,-1,162,8,1,2
123,-1,-1,118,1,7,2
123,-1,-1,154,6,8,1
123,-1,-1,149,6,2,2
123,-1,-1,133,3,8,1
123,-1,-1,136,4,3,1
123,-1,-1,135,4,2,2
123,-1,-1,120,2,1,2
123,-1,-1,125,2,7,2
123,-1,-1,114,1,3,1
123,-1,-1,113,1,2,1
123,-1,-1,158,7,4,1
123,-1,-1,153,6,7,2
123,-1,-1,138,4,6,1
123,-1,-1,152,6,5,2
123,-1,-1,145,5,6,1
123,-1,-1,155,7,1,1
123,-1,-1,124,2,6,1
125,-1,-1,139,4,7,1
125,-1,-1,123,2,5,1
125,-1,-1,129,3,4,1
125,-1,-1,153,6,7,1
125,-1,-1,165,8,4,1
125,-1,-1,140,4,8,2
125,-1,-1,155,7,1,1
125,-1,-1,115,1,4,2
125,-1,-1,116,1,5,1
125,-1,-1,120,2,1,2
125,-1,-1,167,8,6,2
125,-1,-1,162,8,1,2
125,-1,-1,137,4,5,1
125,-1,-1,136,4,3,2
125,-1,-1,132,3,7,1
125,-1,-1,143,5,3,2
125,-1,-1,160,7,6,2
125,-1,-1,157,7,3,2
125,-1,-1,118,1,7,2
125,-1,-1,146,5,7,1
125,-1,-1,150,6,3,2
125,-1,-1,138,4,6,1
125,-1,-1,124,2,6,1
125,-1,-1,117,1,6,2
125,-1,-1,151,6,4,2
125,-1,-1,127,3,1,2
125,-1,-1,119,1,8,1
125,-1,-1,148,6,1,2
125,-1,-1,113,1,2,2
125,-1,-1,128,3,2,2
125,-1,-1,168,8,7,2
125,-1,-1,141,5,1,2
125,-1,-1,159,7,5,2
125,-1,-1,147,5,8,2
125,-1,-1,133,3,8,2
125,-1,-1,114,1,3,2
125,-1,-1,166,8,5,2
125,-1,-1,125,2,7,2
125,-1,-1,144,5,4,2
125,-1,-1,122,2,4,1
125,-1,-1,135,4,2,2
125,-1,-1,134,4,1,2
125,-1,-1,121,2,3,2
125,-1,-1,158,7,4,2
125,-1,-1,149,6,2,2
125,-1,-1,130,3,5,2
125,-1,-1,126,2,8,2
125,-1,-1,152,6,5,2
125,-1,-1,154,6,8,1
125,-1,-1,163,8,2,2
125,-1,-1,142,5,2,2
125,-1,-1,156,7,2,2
125,-1,-1,131,3,6,2
125,-1,-1,164,8,3,2
125,-1,-1,145,5,6,2
125,-1,-1,161,7,8,2
126,-1,-1,116,1,5,1
126,-1,-1,128,3,2,2
126,-1,-1,151,6,4,2
126,-1,-1,148,6,1,1
126,-1,-1,114,1,3,2
126,-1,-1,134,4,1,2
126,-1,-1,121,2,3,2
126,-1,-1,159,7,5,2
126,-1,-1,156,7,2,2
126,-1,-1,117,1,6,2
126,-1,-1,123,2,5,2
126,-1,-1,145,5,6,2
126,-1,-1,152,6,5,2
126,-1,-1,138,4,6,2
126,-1,-1,133,3,8,2
126,-1,-1,140,4,8,2
126,-1,-1,160,7,6,2
126,-1,-1,157,7,3,2
126,-1,-1,164,8,3,2
126,-1,-1,132,3,7,2
126,-1,-1,120,2,1,2
126,-1,-1,136,4,3,2
126,-1,-1,139,4,7,2
126,-1,-1,165,8,4,2
126,-1,-1,131,3,6,2
126,-1,-1,150,6,3,2
126,-1,-1,119,1,8,2
126,-1,-1,155,7,1,2
126,-1,-1,125,2,7,2
126,-1,-1,130,3,5,2
126,-1,-1,118,1,7,2
126,-1,-1,113,1,2,2
126,-1,-1,124,2,6,2
126,-1,-1,163,8,2,2
126,-1,-1,153,6,7,2
126,-1,-1,146,5,7,2
126,-1,-1,126,2,8,2
126,-1,-1,142,5,2,2
126,-1,-1,115,1,4,2
126,-1,-1,144,5,4,2
126,-1,-1,154,6,8,2
126,-1,-1,122,2,4,2
126,-1,-1,168,8,7,2
126,-1,-1,167,8,6,2
126,-1,-1,161,7,8,2
126,-1,-1,129,3,4,2
126,-1,-1,143,5,3,2
126,-1,-1,158,7,4,2
126,-1,-1,127,3,1,2
126,-1,-1,147,5,8,2
126,-1,-1,137,4,5,2
126,-1,-1,141,5,1,2
126,-1,-1,149,6,2,2
126,-1,-1,135,4,2,2
126,-1,-1,166,8,5,2
126,-1,-1,162,8,1,2
127,-1,-1,160,7,6,2
127,-1,-1,115,1,4,1
127,-1,-1,145,5,6,2
127,-1,-1,130,3,5,2
127,-1,-1,161,7,8,1
127,-1,-1,168,8,7,2
127,-1,-1,134,4,1,2
127,-1,-1,167,8,6,2
127,-1,-1,149,6,2,2
127,-1,-1,135,4,2,2
127,-1,-1,133,3,8,2
127,-1,-1,123,2,5,2
127,-1,-1,159,7,5,2
127,-1,-1,121,2,3,2
127,-1,-1,113,1,2,2
127,-1,-1,150,6,3,2
127,-1,-1,163,8,2,2
127,-1,-1,153,6,7,2
127,-1,-1,124,2,6,2
127,-1,-1,158,7,4,2
127,-1,-1,119,1,8,2
127,-1,-1,141,5,1,2
127,-1,-1,126,2,8,2
127,-1,-1,137,4,5,2
127,-1,-1,146,5,7,2
127,-1,-1,125,2,7,2
127,-1,-1,117,1,6,2
127,-1,-1,122,2,4,2
127,-1,-1,148,6,1,2
127,-1,-1,147,5,8,2
127,-1,-1,136,4,3,2
127,-1,-1,154,6,8,2
127,-1,-1,142,5,2,2
127,-1,-1,128,3,2,2
127,-1,-1,138,4,6,2
127,-1,-1,156,7,2,2
127,-1,-1,132,3,7,2
127,-1,-1,157,7,3,2
127,-1,-1,116,1,5,2
127,-1,-1,131,3,6,2
127,-1,-1,143,5,3,2
127,-1,-1,162,8,1,2
127,-1,-1,139,4,7,2
127,-1,-1,114,1,3,2
127,-1,-1,129,3,4,2
127,-1,-1,164,8,3,2
127,-1,-1,127,3,1,2
127,-1,-1,144,5,4,2
127,-1,-1,118,1,7,2
127,-1,-1,152,6,5,2
127,-1,-1,165,8,4,2
127,-1,-1,155,7,1,2
127,-1,-1,120,2,1,2
127,-1,-1,151,6,4,2
127,-1,-1,140,4,8,2
127,-1,-1,166,8,5,2
134,-1,-1,136,4,3,2
134,-1,-1,114,1,3,1
134,-1,-1,124,2,6,2
134,-1,-1,155,7,1,1
134,-1,-1,160,7,6,2
134,-1,-1,144,5,4,2
134,-1,-1,165,8,4,2
134,-1,-1,140,4,8,1
134,-1,-1,113,1,2,1
134,-1,-1,129,3,4,2
134,-1,-1,131,3,6,2
134,-1,-1,157,7,3,1
134,-1,-1,123,2,5,2
134,-1,-1,116,1,5,1
134,-1,-1,143,5,3,1
134,-1,-1,164,8,3,2
134,-1,-1,125,2,7,2
134,-1,-1,127,3,1,2
134,-1,-1,139,4,7,2
134,-1,-1,119,1,8,1
134,-1,-1,118,1,7,2
134,-1,-1,148,6,1,2
134,-1,-1,150,6,3,1
134,-1,-1,142,5,2,1
134,-1,-1,154,6,8,1
134,-1,-1,120,2,1,2
134,-1,-1,134,4,1,2
134,-1,-1,158,7,4,1
134,-1,-1,130,3,5,2
134,-1,-1,161,7,8,1
134,-1,-1,149,6,2,1
134,-1,-1,153,6,7,2
134,-1,-1,146,5,7,2
134,-1,-1,147,5,8,1
134,-1,-1,167,8,6,2
134,-1,-1,126,2,8,2
134,-1,-1,115,1,4,1
134,-1,-1,117,1,6,1
134,-1,-1,156,7,2,1
134,-1,-1,132,3,7,2
134,-1,-1,121,2,3,2
134,-1,-1,162,8,1,2
134,-1,-1,133,3,8,2
134,-1,-1,135,4,2,1
134,-1,-1,137,4,5,2
134,-1,-1,141,5,1,2
134,-1,-1,145,5,6,1
134,-1,-1,166,8,5,2
134,-1,-1,152,6,5,2
134,-1,-1,128,3,2,1
134,-1,-1,168,8,7,2
134,-1,-1,151,6,4,1
134,-1,-1,122,2,4,2
134,-1,-1,163,8,2,1
134,-1,-1,138,4,6,2
134,-1,-1,159,7,5,1
146,1,4,149,6,2,1
146,1,4,144,5,4,1
146,1,4,147,5,8,1
146,1,4,152,6,5,2
146,1,4,133,3,8,1
146,1,4,113,1,2,1
146,1,4,140,4,8,1
146,1,4,159,7,5,1
146,1,4,131,3,6,2
146,1,4,115,1,4,1
146,1,4,118,1,7,1
146,1,4,150,6,3,1
146,1,4,143,5,3,1
146,1,4,120,2,1,2
146,1,4,153,6,7,2
146,1,4,125,2,7,2
146,1,4,146,5,7,2
146,1,4,156,7,2,1
146,1,4,165,8,4,2
146,1,4,121,2,3,2
146,1,4,129,3,4,2
146,1,4,114,1,3,1
146,1,4,135,4,2,1
146,1,4,167,8,6,2
146,1,4,139,4,7,2
146,1,4,163,8,2,1
146,1,4,130,3,5,2
146,1,4,124,2,6,2
146,1,4,132,3,7,2
146,1,4,157,7,3,1
146,1,4,119,1,8,1
146,1,4,137,4,5,2
146,1,4,141,5,1,2
146,1,4,142,5,2,2
146,1,4,166,8,5,2
146,1,4,161,7,8,2
146,1,4,128,3,2,1
146,1,4,148,6,1,2
146,1,4,162,8,1,2
146,1,4,145,5,6,1
146,1,4,168,8,7,2
146,1,4,154,6,8,1
146,1,4,136,4,3,1
146,1,4,126,2,8,2
146,1,4,151,6,4,1
146,1,4,117,1,6,1
146,1,4,122,2,4,2
146,1,4,160,7,6,1
146,1,4,138,4,6,2
146,1,4,116,1,5,1
146,1,4,155,7,1,2
146,1,4,164,8,3,2
146,1,4,134,4,1,2
146,1,4,123,2,5,2
146,1,4,158,7,4,1
146,1,4,127,3,1,2
147,2,4,140,4,8,1
147,2,4,154,6,8,1
147,2,4,146,5,7,2
147,2,4,156,7,2,1
147,2,4,141,5,1,2
147,2,4,143,5,3,1
147,2,4,162,8,1,2
147,2,4,160,7,6,1
147,2,4,152,6,5,2
147,2,4,114,1,3,1
147,2,4,163,8,2,2
147,2,4,166,8,5,2
147,2,4,118,1,7,1
147,2,4,119,1,8,1
147,2,4,165,8,4,2
147,2,4,167,8,6,2
147,2,4,142,5,2,1
147,2,4,117,1,6,1
147,2,4,132,3,7,2
147,2,4,150,6,3,1
147,2,4,139,4,7,2
147,2,4,164,8,3,2
147,2,4,134,4,1,2
147,2,4,147,5,8,1
147,2,4,116,1,5,2
147,2,4,155,7,1,1
147,2,4,126,2,8,1
147,2,4,125,2,7,2
147,2,4,136,4,3,1
147,2,4,158,7,4,1
147,2,4,120,2,1,2
147,2,4,161,7,8,1
147,2,4,115,1,4,1
147,2,4,131,3,6,2
147,2,4,151,6,4,1
147,2,4,168,8,7,2
147,2,4,133,3,8,1
147,2,4,127,3,1,2
147,2,4,137,4,5,1
147,2,4,124,2,6,2
147,2,4,122,2,4,2
147,2,4,113,1,2,1
147,2,4,159,7,5,1
147,2,4,148,6,1,2
147,2,4,121,2,3,1
147,2,4,144,5,4,1
147,2,4,138,4,6,1
147,2,4,153,6,7,2
147,2,4,130,3,5,2
147,2,4,157,7,3,1
147,2,4,135,4,2,1
147,2,4,145,5,6,1
147,2,4,149,6,2,1
147,2,4,123,2,5,2
147,2,4,129,3,4,2
147,2,4,128,3,2,1
148,1,5,154,6,8,1
148,1,5,149,6,2,1
148,1,5,123,2,5,2
148,1,5,134,4,1,2
148,1,5,167,8,6,2
148,1,5,162,8,1,2
148,1,5,116,1,5,1
148,1,5,130,3,5,2
148,1,5,144,5,4,1
148,1,5,140,4,8,1
148,1,5,138,4,6,2
148,1,5,137,4,5,2
148,1,5,145,5,6,1
148,1,5,132,3,7,2
148,1,5,163,8,2,1
148,1,5,118,1,7,1
148,1,5,155,7,1,2
148,1,5,156,7,2,1
148,1,5,122,2,4,2
148,1,5,139,4,7,2
148,1,5,168,8,7,2
148,1,5,166,8,5,2
148,1,5,124,2,6,2
148,1,5,148,6,1,2
148,1,5,114,1,3,1
148,1,5,119,1,8,1
148,1,5,127,3,1,2
148,1,5,151,6,4,1
148,1,5,157,7,3,1
148,1,5,126,2,8,2
148,1,5,135,4,2,1
148,1,5,136,4,3,1
148,1,5,165,8,4,2
148,1,5,120,2,1,2
148,1,5,142,5,2,1
148,1,5,146,5,7,2
148,1,5,147,5,8,1
148,1,5,131,3,6,2
148,1,5,125,2,7,2
148,1,5,161,7,8,1
148,1,5,113,1,2,1
148,1,5,143,5,3,1
148,1,5,141,5,1,2
148,1,5,164,8,3,1
148,1,5,121,2,3,2
148,1,5,115,1,4,1
148,1,5,128,3,2,1
148,1,5,160,7,6,1
148,1,5,158,7,4,1
148,1,5,152,6,5,2
148,1,5,117,1,6,1
148,1,5,150,6,3,1
148,1,5,159,7,5,1
148,1,5,133,3,8,2
148,1,5,153,6,7,2
148,1,5,129,3,4,2
151,1,4,148,6,1,2
151,1,4,162,8,1,2
151,1,4,141,5,1,2
151,1,4,165,8,4,2
151,1,4,139,4,7,2
151,1,4,129,3,4,2
151,1,4,155,7,1,2
151,1,4,135,4,2,1
151,1,4,157,7,3,1
151,1,4,136,4,3,1
151,1,4,117,1,6,1
151,1,4,132,3,7,2
151,1,4,119,1,8,1
151,1,4,149,6,2,1
151,1,4,143,5,3,1
151,1,4,142,5,2,1
151,1,4,134,4,1,2
151,1,4,160,7,6,1
151,1,4,168,8,7,2
151,1,4,150,6,3,1
151,1,4,163,8,2,2
151,1,4,113,1,2,1
151,1,4,133,3,8,2
151,1,4,144,5,4,1
151,1,4,120,2,1,2
151,1,4,158,7,4,1
151,1,4,156,7,2,1
151,1,4,137,4,5,2
151,1,4,146,5,7,1
151,1,4,128,3,2,2
151,1,4,161,7,8,1
151,1,4,114,1,3,1
151,1,4,145,5,6,1
151,1,4,124,2,6,2
151,1,4,118,1,7,1
151,1,4,140,4,8,1
151,1,4,121,2,3,1
151,1,4,123,2,5,2
151,1,4,154,6,8,1
151,1,4,167,8,6,2
151,1,4,115,1,4,1
151,1,4,151,6,4,2
151,1,4,166,8,5,2
151,1,4,152,6,5,2
151,1,4,153,6,7,2
151,1,4,164,8,3,2
151,1,4,130,3,5,2
151,1,4,127,3,1,2
151,1,4,116,1,5,1
151,1,4,147,5,8,1
151,1,4,138,4,6,2
151,1,4,126,2,8,1
151,1,4,122,2,4,2
151,1,4,125,2,7,2
151,1,4,131,3,6,2
151,1,4,159,7,5,1
153,1,4,162,8,1,2
153,1,4,123,2,5,2
153,1,4,141,5,1,2
153,1,4,143,5,3,1
153,1,4,120,2,1,2
153,1,4,115,1,4,1
153,1,4,152,6,5,2
153,1,4,158,7,4,1
153,1,4,163,8,2,2
153,1,4,113,1,2,1
153,1,4,138,4,6,2
153,1,4,134,4,1,2
153,1,4,124,2,6,2
153,1,4,117,1,6,1
153,1,4,165,8,4,2
153,1,4,116,1,5,1
153,1,4,122,2,4,2
153,1,4,132,3,7,2
153,1,4,130,3,5,2
153,1,4,129,3,4,2
153,1,4,125,2,7,2
153,1,4,114,1,3,1
153,1,4,150,6,3,1
153,1,4,156,7,2,1
153,1,4,149,6,2,1
153,1,4,139,4,7,2
153,1,4,128,3,2,2
153,1,4,136,4,3,1
153,1,4,135,4,2,1
153,1,4,140,4,8,1
153,1,4,121,2,3,1
153,1,4,166,8,5,2
153,1,4,168,8,7,2
153,1,4,118,1,7,1
153,1,4,160,7,6,1
153,1,4,153,6,7,2
153,1,4,151,6,4,2
153,1,4,133,3,8,1
153,1,4,131,3,6,2
153,1,4,146,5,7,2
153,1,4,155,7,1,2
153,1,4,154,6,8,1
153,1,4,126,2,8,1
153,1,4,144,5,4,1
153,1,4,145,5,6,1
153,1,4,167,8,6,2
153,1,4,142,5,2,1
153,1,4,157,7,3,1
153,1,4,148,6,1,2
153,1,4,137,4,5,2
153,1,4,161,7,8,1
153,1,4,119,1,8,1
153,1,4,127,3,1,2
153,1,4,164,8,3,2
153,1,4,159,7,5,1
153,1,4,147,5,8,1
152,2,10,151,6,4,1
152,2,10,156,7,2,1
152,2,10,129,3,4,2
152,2,10,114,1,3,1
152,2,10,113,1,2,1
152,2,10,136,4,3,1
152,2,10,115,1,4,1
152,2,10,162,8,1,2
152,2,10,117,1,6,1
152,2,10,120,2,1,2
152,2,10,153,6,7,2
152,2,10,148,6,1,2
152,2,10,131,3,6,2
152,2,10,168,8,7,2
152,2,10,165,8,4,1
152,2,10,149,6,2,1
152,2,10,121,2,3,1
152,2,10,166,8,5,2
152,2,10,141,5,1,2
152,2,10,164,8,3,2
152,2,10,116,1,5,1
152,2,10,135,4,2,2
152,2,10,137,4,5,2
152,2,10,143,5,3,1
152,2,10,157,7,3,1
152,2,10,145,5,6,1
152,2,10,152,6,5,2
152,2,10,132,3,7,2
152,2,10,154,6,8,1
152,2,10,124,2,6,2
152,2,10,119,1,8,1
152,2,10,144,5,4,1
152,2,10,150,6,3,1
152,2,10,127,3,1,2
152,2,10,146,5,7,2
152,2,10,147,5,8,1
152,2,10,167,8,6,2
152,2,10,138,4,6,1
152,2,10,125,2,7,2
152,2,10,133,3,8,1
152,2,10,126,2,8,1
152,2,10,163,8,2,2
152,2,10,122,2,4,2
152,2,10,128,3,2,1
152,2,10,118,1,7,2
152,2,10,159,7,5,1
152,2,10,140,4,8,1
